time,Im,Wm,Fault_type
131.4,7.86234800787224,99.2958566868657,"Re"
131.5,7.89862579650249,99.7527332672448,"Re"
131.6,7.88888122214306,99.6284098884535,"Re"
131.7,7.8452557250332,99.0762398585944,"Re"
131.8,7.69480433898526,97.1750411655515,"Re"
131.9,7.7493682775047,97.8629497445508,"Re"
132,7.82841692901252,98.860067901332,"Re"
132.1,7.85379943647485,99.1794791506227,"Re"
132.2,7.87647482974346,99.4647208498218,"Re"
132.3,7.86619102237203,99.3337723874503,"Re"
132.4,7.91523618767714,99.95204370355,"Re"
132.5,7.87886544963374,99.4917200685616,"Re"
132.6,7.85462559630686,99.1846107068477,"Re"
132.7,7.79129274975182,98.3838851150222,"Re"
132.8,7.60501511470588,96.0307362336502,"Re"
132.9,8.02305263340031,101.308442249364,"Re"
133,7.99211390035646,100.91682223266,"Re"
133.1,7.95739377620253,100.477481787908,"Re"
133.2,7.82489529419286,98.8035388657939,"Re"
133.3,7.93920396710967,100.246006093045,"Re"
133.4,8.01875652335123,101.249614849078,"Re"
133.5,7.89109602705113,99.6368508166128,"Re"
133.6,7.64730741052418,96.5578529295586,"Re"
133.7,7.94816459792634,100.355774284675,"Re"
133.8,7.66865168850375,96.8257927445549,"Re"
133.9,7.70916134851044,97.336514563441,"Re"
134,7.80412306556999,98.5347551395496,"Re"
134.1,7.75238279814454,97.8807496871664,"Re"
134.2,7.86470935215144,99.2982438800695,"Re"
134.3,7.71233086978713,97.3736438160912,"Re"
134.4,7.94175961308052,100.269638501581,"Re"
134.5,7.94580377884092,100.320007010202,"Re"
134.6,7.70973077815735,97.3388023924699,"Re"
134.7,7.87887372884633,99.4736501377864,"Re"
134.8,7.96489397298013,100.559035876035,"Re"
134.9,7.9853501902261,100.816662039354,"Re"
135,8.18312774837434,103.3130020753,"Re"
135.1,7.93837927099991,100.222412605936,"Re"
135.2,8.26486106720457,104.34363910947,"Re"
135.3,7.85540918728204,99.1737420416482,"Re"
135.4,7.89668012863231,99.6942138828256,"Re"
135.5,7.4606846564454,94.1893198085418,"Re"
135.6,8.14797124886671,102.865581319708,"Re"
135.7,7.79711741120302,98.4356333925428,"Re"
135.8,7.83749507715595,98.9448659823441,"Re"
135.9,7.85141791715555,99.1201253986006,"Re"
136,7.92148630851581,100.004198787518,"Re"
136.1,7.42341342409718,93.715853037173,"Re"
136.2,7.96739356073557,100.582768499591,"Re"
136.3,7.7363635240649,97.6657134918258,"Re"
136.4,7.88474102972325,99.53840521133,"Re"
136.5,7.743149493347,97.7504839571775,"Re"
136.6,7.64392204464917,96.4973950837944,"Re"
136.7,7.60181171780336,95.9653734188431,"Re"
136.8,7.63379926465262,96.3687735361371,"Re"
136.9,7.63600251870444,96.3961845973583,"Re"
137,7.51779278510241,94.9035276257175,"Re"
137.1,7.61110734060573,96.0811320596222,"Re"
137.2,7.99560914221491,100.934611582414,"Re"
137.3,7.80691048700598,98.5521472112902,"Re"
137.4,7.70400749578465,97.2527639953597,"Re"
137.5,7.66727770176752,96.7887428191461,"Re"
137.6,7.82941118792688,98.8350963270887,"Re"
137.7,7.70038509018894,97.2059830736387,"Re"
137.8,7.89759842046819,99.6951647593802,"Re"
137.9,8.11018346683923,102.37838038489,"Re"
138,7.81738188135677,98.6818906505854,"Re"
138.1,7.76975063744647,98.0803037065583,"Re"
138.2,7.87797050068831,99.4460844704084,"Re"
138.3,7.90554104513063,99.7938047759312,"Re"
138.4,7.68947662292061,97.0660680014498,"Re"
138.5,7.8997424771393,99.7200048749388,"Re"
138.6,7.80227247608118,98.4893332756313,"Re"
138.7,7.94207649822459,100.253814119933,"Re"
138.8,7.64298698867544,96.4780991081178,"Re"
138.9,8.09639065626516,102.201172322968,"Re"
139,7.87178469175552,99.3656913855623,"Re"
139.1,8.09082747963115,102.13040316031,"Re"
139.2,7.81792798377093,98.6853414796916,"Re"
139.3,7.67645711765335,96.8993159787189,"Re"
139.4,7.86944019185245,99.3350798769421,"Re"
139.5,7.75027203865088,97.8305957900966,"Re"
139.6,7.5869677172498,95.7690005109737,"Re"
139.7,7.76649060690801,98.0348590205961,"Re"
139.8,7.75056887582361,97.8336590332441,"Re"
139.9,7.91829659531374,99.9506244138558,"Re"
140,7.74838758575944,97.8056926469774,"Re"
140.1,7.68356045267027,96.9871903835112,"Re"
140.2,7.91659294967204,99.9284773290072,"Re"
140.3,7.7718768759957,98.1015736424603,"Re"
140.4,7.92857825837348,100.079356755705,"Re"
140.5,7.89778890139801,99.6905182016767,"Re"
140.6,7.82596943660686,98.783780164732,"Re"
140.7,7.75204224307327,97.8504446444762,"Re"
140.8,7.97518457690558,100.666880771507,"Re"
140.9,7.72992610267505,97.5709252834386,"Re"
141,7.8718102332508,99.3616800583979,"Re"
141.1,7.77708519385089,98.1658454810858,"Re"
141.2,7.95558223921203,100.418743949134,"Re"
141.3,7.81508656203171,98.6451832018959,"Re"
141.4,7.61545970730548,96.1252552896781,"Re"
141.5,7.88886817432572,99.5761626009105,"Re"
141.6,7.96031005177375,100.47777053719,"Re"
141.7,7.41608389256027,93.608217202697,"Re"
141.8,7.86563012327077,99.2823864050104,"Re"
141.9,8.03257482956957,101.389464283817,"Re"
142,7.80362322523223,98.4994294810115,"Re"
142.1,7.8926031658626,99.6224175909418,"Re"
142.2,7.70025401501707,97.1944039915336,"Re"
142.3,7.841788960309,98.9807571195703,"Re"
142.4,7.9000273957787,99.7157230508321,"Re"
142.5,7.85969115321561,99.2064621322717,"Re"
142.6,7.76349948349364,97.9921886412955,"Re"
142.7,7.92713259103768,100.057468480557,"Re"
142.8,8.01910245417046,101.218202577941,"Re"
142.9,7.85781157031916,99.1822486236049,"Re"
143,7.82325324539589,98.745933754446,"Re"
143.1,7.7075922587356,97.2859370393812,"Re"
143.2,7.93960040103232,100.214252674527,"Re"
143.3,7.69722808142781,97.1549036878227,"Re"
143.4,7.93864880028055,100.202023570672,"Re"
143.5,8.177580867549,103.217727338039,"Re"
143.6,7.64616241458486,96.5100444161274,"Re"
143.7,7.56598698396878,95.4979716908757,"Re"
143.8,7.64323964316646,96.4729601139353,"Re"
143.9,7.64728123108919,96.5238794552086,"Re"
144,8.02136190517315,101.245424498182,"Re"
144.1,7.89201914023589,99.6127708095994,"Re"
144.2,7.96443175061189,100.526668531064,"Re"
144.3,7.85479090352515,99.1426986974428,"Re"
144.4,7.77646945627245,98.1540443698967,"Re"
144.5,7.77253099358056,98.1042494594566,"Re"
144.6,7.8165579731905,98.6598717424758,"Re"
144.7,7.96148152012491,100.489000906579,"Re"
144.8,7.76370482486196,97.9926050681667,"Re"
144.9,7.90640839792206,99.793714919708,"Re"
145,7.63267522051972,96.3386141635141,"Re"
145.1,7.9139167974304,99.8883326559569,"Re"
145.2,7.83009060009517,98.8302172653583,"Re"
145.3,7.73818851902348,97.6701724240614,"Re"
145.4,7.82681544233125,98.7887371826548,"Re"
145.5,7.7260396027075,97.5166939243328,"Re"
145.6,7.53066101831466,95.0505956519731,"Re"
145.7,8.08546758184994,102.053192431768,"Re"
145.8,7.88940067013239,99.578409234304,"Re"
145.9,8.05308801551269,101.644372671233,"Re"
146,7.830790291933,98.8385160292434,"Re"
146.1,8.11380154659688,102.410559227532,"Re"
146.2,7.9645338547815,100.526476038221,"Re"
